,code,areaName,houseType,households,HouseholdSize,Households
573,W92000004,Wales,sharedHouse,24451,h6,52304
574,W92000004,Wales,sharedHouse,24451,h7,15162
575,W92000004,Wales,sharedHouse,24451,h8plus,2738
576,E12000005,West Midlands,conversion,13671,h0,0
577,E12000005,West Midlands,conversion,13671,h1,725807
578,E12000005,West Midlands,conversion,13671,h2,725807
579,E12000005,West Midlands,conversion,13671,h3,811252
580,E12000005,West Midlands,conversion,13671,h4,387589
581,E12000005,West Midlands,conversion,13671,h5,310365
582,E12000005,West Midlands,conversion,13671,h6,119362
583,E12000005,West Midlands,conversion,13671,h7,45020
584,E12000005,West Midlands,conversion,13671,h8plus,12661
585,E12000005,West Midlands,detached,595850,h0,0
586,E12000005,West Midlands,detached,595850,h1,725807
587,E12000005,West Midlands,detached,595850,h2,725807
588,E12000005,West Midlands,detached,595850,h3,811252
589,E12000005,West Midlands,detached,595850,h4,387589
590,E12000005,West Midlands,detached,595850,h5,310365
591,E12000005,West Midlands,detached,595850,h6,119362
592,E12000005,West Midlands,detached,595850,h7,45020
593,E12000005,West Midlands,detached,595850,h8plus,12661
594,E12000005,West Midlands,caravan,9723,h0,0
595,E12000005,West Midlands,caravan,9723,h1,725807
596,E12000005,West Midlands,caravan,9723,h2,725807
597,E12000005,West Midlands,caravan,9723,h3,811252
598,E12000005,West Midlands,caravan,9723,h4,387589
599,E12000005,West Midlands,caravan,9723,h5,310365
600,E12000005,West Midlands,caravan,9723,h6,119362
601,E12000005,West Midlands,caravan,9723,h7,45020
602,E12000005,West Midlands,caravan,9723,h8plus,12661
603,E12000005,West Midlands,sharedHouse,36940,h0,0
604,E12000005,West Midlands,sharedHouse,36940,h1,725807
605,E12000005,West Midlands,sharedHouse,36940,h2,725807
606,E12000005,West Midlands,sharedHouse,36940,h3,811252
607,E12000005,West Midlands,sharedHouse,36940,h4,387589
608,E12000005,West Midlands,sharedHouse,36940,h5,310365
609,E12000005,West Midlands,sharedHouse,36940,h6,119362
610,E12000005,West Midlands,sharedHouse,36940,h7,45020
611,E12000005,West Midlands,sharedHouse,36940,h8plus,12661
612,E12000005,West Midlands,semiDetached,913115,h0,0
613,E12000005,West Midlands,semiDetached,913115,h1,725807
614,E12000005,West Midlands,semiDetached,913115,h2,725807
615,E12000005,West Midlands,semiDetached,913115,h3,811252
616,E12000005,West Midlands,semiDetached,913115,h4,387589
617,E12000005,West Midlands,semiDetached,913115,h5,310365
618,E12000005,West Midlands,semiDetached,913115,h6,119362
619,E12000005,West Midlands,semiDetached,913115,h7,45020
620,E12000005,West Midlands,semiDetached,913115,h8plus,12661
621,E12000005,West Midlands,commercial,18368,h0,0
622,E12000005,West Midlands,commercial,18368,h1,725807
623,E12000005,West Midlands,commercial,18368,h2,725807
624,E12000005,West Midlands,commercial,18368,h3,811252
625,E12000005,West Midlands,commercial,18368,h4,387589
626,E12000005,West Midlands,commercial,18368,h5,310365
627,E12000005,West Midlands,commercial,18368,h6,119362
628,E12000005,West Midlands,commercial,18368,h7,45020
629,E12000005,West Midlands,commercial,18368,h8plus,12661
630,E12000005,West Midlands,flats,318415,h0,0
631,E12000005,West Midlands,flats,318415,h1,725807
632,E12000005,West Midlands,flats,318415,h2,725807
633,E12000005,West Midlands,flats,318415,h3,811252
634,E12000005,West Midlands,flats,318415,h4,387589
635,E12000005,West Midlands,flats,318415,h5,310365
636,E12000005,West Midlands,flats,318415,h6,119362
637,E12000005,West Midlands,flats,318415,h7,45020
638,E12000005,West Midlands,flats,318415,h8plus,12661
639,E12000005,West Midlands,terraced,523411,h0,0
640,E12000005,West Midlands,terraced,523411,h1,725807
641,E12000005,West Midlands,terraced,523411,h2,725807
642,E12000005,West Midlands,terraced,523411,h3,811252
643,E12000005,West Midlands,terraced,523411,h4,387589
644,E12000005,West Midlands,terraced,523411,h5,310365
645,E12000005,West Midlands,terraced,523411,h6,119362
646,E12000005,West Midlands,terraced,523411,h7,45020
647,E12000005,West Midlands,terraced,523411,h8plus,12661
648,E12000003,Yorkshire and The Humber,terraced,607775,h0,0
649,E12000003,Yorkshire and The Humber,terraced,607775,h1,733558
650,E12000003,Yorkshire and The Humber,terraced,607775,h2,733558
651,E12000003,Yorkshire and The Humber,terraced,607775,h3,814139
652,E12000003,Yorkshire and The Humber,terraced,607775,h4,356185
653,E12000003,Yorkshire and The Humber,terraced,607775,h5,276060
654,E12000003,Yorkshire and The Humber,terraced,607775,h6,97116
655,E12000003,Yorkshire and The Humber,terraced,607775,h7,33505
656,E12000003,Yorkshire and The Humber,terraced,607775,h8plus,8079
657,E12000003,Yorkshire and The Humber,semiDetached,877373,h0,0
658,E12000003,Yorkshire and The Humber,semiDetached,877373,h1,733558
659,E12000003,Yorkshire and The Humber,semiDetached,877373,h2,733558
660,E12000003,Yorkshire and The Humber,semiDetached,877373,h3,814139
661,E12000003,Yorkshire and The Humber,semiDetached,877373,h4,356185
662,E12000003,Yorkshire and The Humber,semiDetached,877373,h5,276060
663,E12000003,Yorkshire and The Humber,semiDetached,877373,h6,97116
664,E12000003,Yorkshire and The Humber,semiDetached,877373,h7,33505
665,E12000003,Yorkshire and The Humber,semiDetached,877373,h8plus,8079
666,E12000003,Yorkshire and The Humber,caravan,5785,h0,0
667,E12000003,Yorkshire and The Humber,caravan,5785,h1,733558
668,E12000003,Yorkshire and The Humber,caravan,5785,h2,733558
669,E12000003,Yorkshire and The Humber,caravan,5785,h3,814139
670,E12000003,Yorkshire and The Humber,caravan,5785,h4,356185
671,E12000003,Yorkshire and The Humber,caravan,5785,h5,276060
672,E12000003,Yorkshire and The Humber,caravan,5785,h6,97116
673,E12000003,Yorkshire and The Humber,caravan,5785,h7,33505
674,E12000003,Yorkshire and The Humber,caravan,5785,h8plus,8079
675,E12000003,Yorkshire and The Humber,conversion,20729,h0,0
676,E12000003,Yorkshire and The Humber,conversion,20729,h1,733558
677,E12000003,Yorkshire and The Humber,conversion,20729,h2,733558
678,E12000003,Yorkshire and The Humber,conversion,20729,h3,814139
679,E12000003,Yorkshire and The Humber,conversion,20729,h4,356185
680,E12000003,Yorkshire and The Humber,conversion,20729,h5,276060
681,E12000003,Yorkshire and The Humber,conversion,20729,h6,97116
682,E12000003,Yorkshire and The Humber,conversion,20729,h7,33505
683,E12000003,Yorkshire and The Humber,conversion,20729,h8plus,8079
684,E12000003,Yorkshire and The Humber,commercial,17066,h0,0
685,E12000003,Yorkshire and The Humber,commercial,17066,h1,733558
686,E12000003,Yorkshire and The Humber,commercial,17066,h2,733558
687,E12000003,Yorkshire and The Humber,commercial,17066,h3,814139
688,E12000003,Yorkshire and The Humber,commercial,17066,h4,356185
689,E12000003,Yorkshire and The Humber,commercial,17066,h5,276060
690,E12000003,Yorkshire and The Humber,commercial,17066,h6,97116
691,E12000003,Yorkshire and The Humber,commercial,17066,h7,33505
692,E12000003,Yorkshire and The Humber,commercial,17066,h8plus,8079
693,E12000003,Yorkshire and The Humber,detached,504504,h0,0
694,E12000003,Yorkshire and The Humber,detached,504504,h1,733558
695,E12000003,Yorkshire and The Humber,detached,504504,h2,733558
696,E12000003,Yorkshire and The Humber,detached,504504,h3,814139
697,E12000003,Yorkshire and The Humber,detached,504504,h4,356185
698,E12000003,Yorkshire and The Humber,detached,504504,h5,276060
699,E12000003,Yorkshire and The Humber,detached,504504,h6,97116
700,E12000003,Yorkshire and The Humber,detached,504504,h7,33505
701,E12000003,Yorkshire and The Humber,detached,504504,h8plus,8079
702,E12000003,Yorkshire and The Humber,sharedHouse,39602,h0,0
703,E12000003,Yorkshire and The Humber,sharedHouse,39602,h1,733558
704,E12000003,Yorkshire and The Humber,sharedHouse,39602,h2,733558
705,E12000003,Yorkshire and The Humber,sharedHouse,39602,h3,814139
706,E12000003,Yorkshire and The Humber,sharedHouse,39602,h4,356185
707,E12000003,Yorkshire and The Humber,sharedHouse,39602,h5,276060
708,E12000003,Yorkshire and The Humber,sharedHouse,39602,h6,97116
709,E12000003,Yorkshire and The Humber,sharedHouse,39602,h7,33505
710,E12000003,Yorkshire and The Humber,sharedHouse,39602,h8plus,8079
711,E12000003,Yorkshire and The Humber,flats,257824,h0,0
712,E12000003,Yorkshire and The Humber,flats,257824,h1,733558
713,E12000003,Yorkshire and The Humber,flats,257824,h2,733558
714,E12000003,Yorkshire and The Humber,flats,257824,h3,814139
715,E12000003,Yorkshire and The Humber,flats,257824,h4,356185
716,E12000003,Yorkshire and The Humber,flats,257824,h5,276060
717,E12000003,Yorkshire and The Humber,flats,257824,h6,97116
718,E12000003,Yorkshire and The Humber,flats,257824,h7,33505
719,E12000003,Yorkshire and The Humber,flats,257824,h8plus,8079
